,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
7827,2021,12614,320625,95.0,2,3.375,320625,19.05,19.91,5,5,Current,337500.0,337500.0,0,320625
7932,2021,10604,310000,90.0,2,3.375,310000,23.12,24.02,5,5,Current,344444.4444,344444.4444,0,310000
8354,2021,13764,240000,80.0,2,3.25,240000,14.05,41.42,5,5,Current,300000.0,300000.0,0,240000
8471,2021,16267,250000,62.0,2,3.375,250000,12.41,32.23,4,4,Current,403225.8065,403225.8065,0,250000
8504,2021,25417,260100,90.0,2,3.375,260100,19.9,40.04,5,5,Current,289000.0,289000.0,0,260100
8901,2021,14388,279000,90.0,2,3.5,279000,13.13,26.03,4,4,Current,310000.0,310000.0,0,279000
9424,2021,14046,225000,90.0,2,3.25,225000,13.13,35.95,5,5,Current,250000.0,250000.0,0,225000
9638,2021,18334,336000,80.0,2,3.375,336000,15.62,29.69,5,5,Current,420000.0,420000.0,0,336000
9677,2021,10406,315400,95.0,2,3.875,315400,20.04,20.16,4,3,Current,332000.0,332000.0,0,315400
9767,2021,10265,228800,80.0,2,3.5,228800,5.41,26.85,5,5,Current,286000.0,286000.0,0,228800
10422,2021,16918,244000,80.0,2,3.49,244000,14.35,25.84,5,5,Current,305000.0,305000.0,0,244000
11115,2021,15776,297000,90.0,2,3.25,297000,13.57,41.81,5,5,Current,330000.0,330000.0,0,297000
11524,2021,18750,188000,80.0,2,3.5,188000,17.74,34.31,5,5,Current,235000.0,235000.0,0,188000
11579,2021,9092,284000,80.0,2,3.5,284000,9.31,32.93,5,5,Current,355000.0,355000.0,0,284000
11583,2021,13749,247920,80.0,2,3.5,247920,20.33,31.81,5,5,Current,309900.0,309900.0,0,247920
11670,2021,12085,268000,80.0,2,3.25,268000,13.9,33.21,5,4,Current,335000.0,335000.0,0,268000
11719,2021,13027,241600,80.0,2,3.25,241600,13.42,32.63,5,4,Current,302000.0,302000.0,0,241600
12859,2021,12152,312750,90.0,2,3.25,312750,12.74,35.07,5,5,Current,347500.0,347500.0,0,312750
13839,2021,17403,304000,80.0,2,3.375,304000,10.49,25.89,4,5,Current,380000.0,380000.0,0,304000
14129,2021,14144,288000,80.0,2,3.375,288000,15.31,39.76,5,5,Current,360000.0,360000.0,0,288000
14424,2021,7028,260000,80.0,2,3.25,260000,3.76,32.1,5,5,Current,325000.0,325000.0,0,260000
14536,2021,12392,313500,95.0,2,3.375,313500,14.99,41.03,5,5,Current,330000.0,330000.0,0,313500
15187,2021,16499,215250,75.0,2,3.25,215250,8.73,29.21,5,4,Current,287000.0,287000.0,0,215250
15274,2021,14387,225000,65.0,2,3.375,225000,17.09,33.34,5,5,Current,346153.8462,346153.8462,0,225000
15301,2021,11076,337000,86.0,2,3.625,337000,18.92,31.79,5,5,Current,391860.4651,391860.4651,0,337000
16027,2021,18136,190400,80.0,2,3.125,190400,7.35,37.23,5,5,Current,238000.0,238000.0,0,190400
16081,2021,10157,272650,95.0,2,3.625,272650,16.55,27.04,4,4,Current,287000.0,287000.0,0,272650
16113,2021,14418,260000,80.0,2,3.375,260000,11.02,30.1,4,4,Current,325000.0,325000.0,0,260000
16239,2021,15442,288000,80.0,2,3.5,288000,12.62,16.14,5,5,Current,360000.0,360000.0,0,288000
16246,2021,12874,261250,95.0,2,3.375,261250,14.17,34.99,5,5,Current,275000.0,275000.0,0,261250
16270,2021,9803,317700,80.0,2,3.5,317700,17.6,36.18,5,5,Current,397125.0,397125.0,0,317700
16477,2021,10391,239000,92.0,2,3.625,239000,14.24,21.64,5,5,Current,259782.6087,259782.6087,0,239000
16613,2021,12391,293500,95.0,2,3.125,293500,14.44,40.16,5,5,Current,308947.3684,308947.3684,0,293500
18432,2021,11405,279789,95.0,2,3.25,280250,15.0,28.0,5,5,Current,295000.0,295000.0,0,279789
18886,2021,11093,211390,79.0,2,3.5,211390,11.0,30.0,5,5,Current,267582.2785,267582.2785,0,211390
21923,2021,17372,276800,80.0,2,3.25,276800,7.0,33.0,4,5,Current,346000.0,346000.0,0,276800
22083,2021,17917,255000,79.0,2,3.25,255000,12.0,32.0,5,5,Current,322784.8101,322784.8101,0,255000
22106,2021,11589,208000,80.0,2,3.25,208000,10.0,31.0,5,5,Current,260000.0,260000.0,0,208000
22115,2021,10073,220000,80.0,2,3.375,220000,16.0,22.0,5,5,Current,275000.0,275000.0,0,220000
22252,2021,11359,224000,80.0,2,3.375,224000,12.0,29.0,5,5,Current,280000.0,280000.0,0,224000
22691,2021,12614,316880,85.0,2,3.25,316880,16.0,36.0,5,5,Current,372800.0,372800.0,0,316880
24304,2021,13019,250730,78.0,2,3.375,250730,13.21,27.66,5,3,Current,321448.7179,321448.7179,0,250730
24554,2021,13889,240000,79.0,2,3.375,240000,15.82,30.25,4,4,Current,303797.4684,303797.4684,0,240000
25166,2021,18956,213300,90.0,2,3.25,213300,16.41,36.14,5,5,Current,237000.0,237000.0,0,213300
25361,2021,14683,252000,74.0,2,3.375,252000,11.99,30.47,4,4,Current,340540.5405,340540.5405,0,252000
25398,2021,15470,320000,78.0,2,3.625,320000,10.95,15.85,5,5,Current,410256.4103,410256.4103,0,320000
25411,2021,13720,337500,90.0,2,3.375,337500,6.35,35.57,5,5,Current,375000.0,375000.0,0,337500
25560,2021,12385,306000,92.0,2,3.5,306000,17.37,38.09,5,4,Current,332608.6957,332608.6957,0,306000
25669,2021,13580,210000,75.0,2,3.375,210000,8.86,28.66,5,3,Current,280000.0,280000.0,0,210000
25756,2021,13666,200000,71.0,2,4.0,200000,12.74,21.12,4,5,Current,281690.1408,281690.1408,0,200000
26190,2021,13860,280000,71.0,2,3.375,280000,15.76,29.19,4,4,Current,394366.1972,394366.1972,0,280000
26667,2021,23632,208350,90.0,2,3.125,208350,19.6,40.95,5,4,Current,231500.0,231500.0,0,208350
26675,2021,23186,216000,90.0,2,3.625,216000,20.62,44.71,5,3,Current,240000.0,240000.0,0,216000
26778,2021,16486,270000,90.0,2,3.75,270000,3.64,20.91,5,5,Current,300000.0,300000.0,0,270000
26811,2021,16666,247500,75.0,2,3.5,247500,16.69,27.03,5,5,Current,330000.0,330000.0,0,247500
26819,2021,20648,258300,90.0,2,3.25,258300,5.37,31.25,5,5,Current,287000.0,287000.0,0,258300
26926,2021,21458,323501,90.0,2,3.625,324000,7.37,28.67,5,5,Current,360000.0,360000.0,0,323501
26931,2021,13243,296000,80.0,2,4.0,296000,16.76,29.12,4,4,Current,370000.0,370000.0,0,296000
26982,2021,8987,361200,80.0,2,3.25,361200,1.63,44.49,5,5,Current,451500.0,451500.0,0,361200
27066,2021,12551,317500,78.0,2,3.625,317500,13.75,19.32,5,5,Current,407051.2821,407051.2821,0,317500
27134,2021,15940,301924,80.0,2,3.5,302400,13.92,32.08,5,4,Current,378000.0,378000.0,0,301924
27175,2021,16334,345000,80.0,2,3.375,345000,13.28,24.0,5,5,Current,431250.0,431250.0,0,345000
27185,2021,14284,274000,58.0,2,3.5,274000,13.91,26.21,5,5,Current,472413.7931,472413.7931,0,274000
27252,2021,18646,166800,80.0,2,3.375,166800,8.98,28.99,5,5,Current,208500.0,208500.0,0,166800
27268,2021,13228,263625,95.0,2,3.25,263625,11.49,25.75,4,4,Current,277500.0,277500.0,0,263625
27320,2021,10502,304519,80.0,3,3.375,306500,16.72,34.54,5,4,Current,383125.0,383125.0,0,304519
27357,2021,14055,208000,80.0,2,3.625,208000,12.18,29.36,4,4,Current,260000.0,260000.0,0,208000
27382,2021,12355,260300,95.0,2,3.25,260300,13.05,29.47,5,3,Current,274000.0,274000.0,0,260300
27491,2021,12500,360000,80.0,2,3.5,360000,16.32,25.41,5,5,Current,450000.0,450000.0,0,360000
27642,2021,12184,278255,95.0,2,3.25,278255,13.33,29.59,5,4,Current,292900.0,292900.0,0,278255
27650,2021,9674,289750,95.0,2,3.25,289750,17.18,30.49,5,3,Current,305000.0,305000.0,0,289750
27688,2021,9933,337317,80.0,2,3.75,345000,19.15,27.5,5,3,Current,431250.0,431250.0,0,337317
28091,2021,19537,304000,95.0,2,3.25,304000,9.2,28.08,5,5,Current,320000.0,320000.0,0,304000
28256,2021,10870,242900,70.0,2,3.5,245000,13.98,26.79,4,5,Current,350000.0,350000.0,0,242900
28397,2021,11763,296757,77.0,2,3.25,297300,14.0,37.11,5,2,Current,386103.8961,386103.8961,0,296757
28765,2021,10060,280000,70.0,2,3.5,280000,17.97,20.43,4,2,Current,400000.0,400000.0,0,280000
28774,2021,11873,240000,80.0,2,3.625,240000,11.68,30.43,4,5,Current,300000.0,300000.0,0,240000
29241,2021,17083,311916,90.0,2,3.625,315000,14.03,27.2,5,5,Current,350000.0,350000.0,0,311916
29770,2021,12407,219300,71.0,2,3.375,219300,9.79,26.88,5,5,Current,308873.2394,308873.2394,0,219300
29928,2021,13640,279603,63.0,2,4.125,280000,14.11,23.29,5,5,Current,444444.4444,444444.4444,0,279603
30821,2021,12447,226590,80.0,2,3.5,228400,12.76,17.61,5,5,Current,285500.0,285500.0,0,226590
31880,2021,16100,236000,80.0,2,3.25,236000,10.41,30.01,5,5,Current,295000.0,295000.0,0,236000
31972,2021,13076,206000,77.0,2,3.25,206000,9.34,32.15,5,5,Current,267532.4675,267532.4675,0,206000
32247,2021,11615,304000,80.0,2,3.625,304000,15.09,23.42,4,4,Current,380000.0,380000.0,0,304000
32399,2021,15125,351200,79.0,2,3.375,351200,2.87,30.74,5,5,Current,444556.962,444556.962,0,351200
32546,2021,10243,220000,80.0,2,3.5,220000,14.16,19.17,5,5,Current,275000.0,275000.0,0,220000
32557,2021,11397,265000,76.0,2,3.375,265000,13.62,29.44,5,5,Current,348684.2105,348684.2105,0,265000
32601,2021,14101,275000,57.0,2,3.5,275000,12.23,27.05,5,5,Current,482456.1404,482456.1404,0,275000
32716,2021,18305,270400,80.0,2,3.625,270400,9.69,23.49,4,4,Current,338000.0,338000.0,0,270400
33032,2021,12779,187200,80.0,2,3.25,187200,8.45,36.83,5,5,Current,234000.0,234000.0,0,187200
33334,2021,13257,200000,80.0,2,3.25,200000,8.43,36.59,5,4,Current,250000.0,250000.0,0,200000
33752,2021,12174,266500,79.0,2,3.375,266500,12.21,24.56,4,4,Current,337341.7722,337341.7722,0,266500
33839,2021,9484,232004,90.0,2,4.125,234000,16.49,27.52,5,5,Current,260000.0,260000.0,0,232004
33870,2021,10302,212665,95.0,2,3.375,213750,13.25,24.27,5,5,Current,225000.0,225000.0,0,212665
34611,2021,12792,248072,80.0,2,3.375,248800,14.83,24.01,4,5,Current,311000.0,311000.0,0,248072
34893,2021,13673,261250,95.0,2,3.25,261250,10.08,30.82,4,5,Current,275000.0,275000.0,0,261250
34974,2021,17118,334376,80.0,2,3.25,335000,12.72,36.88,5,4,Current,418750.0,418750.0,0,334376
35115,2021,11625,256621,80.0,2,3.375,260000,12.2,28.21,4,4,Current,325000.0,325000.0,0,256621
35576,2021,15576,288000,80.0,2,3.25,288000,12.35,38.21,5,3,Current,360000.0,360000.0,0,288000
35656,2021,13784,231200,80.0,2,3.875,231200,5.08,14.7,5,5,Current,289000.0,289000.0,0,231200
35871,2021,10904,248968,77.0,2,3.875,250000,14.03,26.23,5,4,Current,324675.3247,324675.3247,0,248968
36239,2021,11197,310527,80.0,2,3.5,312000,16.89,22.63,5,5,Current,390000.0,390000.0,0,310527
36585,2021,14583,308750,95.0,2,3.25,308750,14.16,28.57,5,5,Current,325000.0,325000.0,0,308750
36656,2021,10416,247475,95.0,2,3.5,247475,16.07,37.06,5,4,Current,260500.0,260500.0,0,247475
36896,2021,17809,315000,90.0,2,3.25,315000,9.63,25.05,5,5,Current,350000.0,350000.0,0,315000
36994,2021,12501,305820,90.0,2,3.25,305820,15.65,34.74,5,4,Current,339800.0,339800.0,0,305820
37167,2021,11581,194750,95.0,2,3.25,194750,9.86,31.41,5,4,Current,205000.0,205000.0,0,194750
37786,2021,11515,235000,80.0,2,3.25,235000,11.58,33.89,5,4,Current,293750.0,293750.0,0,235000
38040,2021,15633,291200,80.0,2,3.25,291200,13.03,42.61,5,5,Current,364000.0,364000.0,0,291200
38527,2021,11188,317600,80.0,2,3.625,317600,16.8,24.07,5,5,Current,397000.0,397000.0,0,317600
39227,2021,12208,201667,90.0,2,3.25,202500,10.79,35.97,5,3,Current,225000.0,225000.0,0,201667
39814,2021,13184,270700,75.0,2,3.375,270700,13.18,30.64,4,4,Current,360933.3333,360933.3333,0,270700
40400,2021,9716,291099,78.0,2,3.625,292000,17.53,30.59,5,5,Current,374358.9744,374358.9744,0,291099
40802,2021,14152,288000,80.0,2,3.625,288000,11.6,33.29,4,4,Current,360000.0,360000.0,0,288000
40813,2021,11692,294000,74.0,2,3.5,294000,13.12,21.17,5,3,Current,397297.2973,397297.2973,0,294000
41423,2021,13863,260000,80.0,2,3.25,260000,10.5,39.0,5,5,Current,325000.0,325000.0,0,260000
42052,2021,11238,275800,85.0,2,3.375,275800,14.91,26.56,4,4,Current,324470.5882,324470.5882,0,275800
43720,2021,14991,324000,80.0,2,3.375,324000,16.26,26.98,5,5,Current,405000.0,405000.0,0,324000
44031,2021,14009,228000,80.0,2,3.5,228000,10.71,20.65,4,5,Current,285000.0,285000.0,0,228000
46095,2021,13051,265200,85.0,2,3.375,265200,13.93,31.8,4,3,Current,312000.0,312000.0,0,265200
47227,2021,12711,260000,80.0,2,3.375,260000,13.33,19.21,5,5,Current,325000.0,325000.0,0,260000
47230,2021,12345,249457,95.0,2,3.5,249850,12.73,28.7,4,5,Current,263000.0,263000.0,0,249457
47233,2021,11699,274962,95.0,2,3.375,275405,14.78,42.23,5,5,Current,289900.0,289900.0,0,274962
48641,2021,13730,292000,80.0,2,3.375,292000,12.43,25.23,4,3,Current,365000.0,365000.0,0,292000
48690,2021,11500,232000,80.0,2,3.375,232000,15.01,26.83,5,5,Current,290000.0,290000.0,0,232000
49882,2021,11183,218500,95.0,2,3.25,218500,12.32,25.29,5,5,Current,230000.0,230000.0,0,218500
50138,2021,10838,212000,61.0,2,3.625,212000,12.37,28.18,5,5,Current,347540.9836,347540.9836,0,212000
50164,2021,11823,231800,66.0,2,3.875,231800,11.93,34.65,4,4,Current,351212.1212,351212.1212,0,231800
50632,2021,14646,236000,80.0,2,3.25,236000,8.09,31.01,5,5,Current,295000.0,295000.0,0,236000
51048,2021,12130,193600,78.0,2,3.5,193600,10.36,28.65,5,5,Current,248205.1282,248205.1282,0,193600
51061,2021,18183,233100,90.0,2,3.2,233100,15.55,29.53,5,4,Current,259000.0,259000.0,0,233100
51437,2021,14844,213000,79.0,2,3.35,213000,9.2,29.09,5,5,Current,269620.2532,269620.2532,0,213000
51456,2021,14326,292000,80.0,2,3.375,292000,14.46,28.71,5,5,Current,365000.0,365000.0,0,292000
51534,2021,18942,283200,80.0,2,3.49,283200,16.67,31.77,5,5,Current,354000.0,354000.0,0,283200
51600,2021,12326,269111,90.0,2,3.25,270000,6.08,21.89,5,5,Current,300000.0,300000.0,0,269111
51771,2021,12622,314380,90.0,2,3.625,314865,12.9,48.13,5,5,Current,349850.0,349850.0,0,314380
51871,2021,23173,241710,90.0,2,3.375,242100,17.96,28.22,5,5,Current,269000.0,269000.0,0,241710
52094,2021,14221,216750,85.0,2,3.25,216750,8.52,38.31,5,5,Current,255000.0,255000.0,0,216750
52158,2021,17368,267578,80.0,2,3.5,268000,13.28,38.77,5,5,Current,335000.0,335000.0,0,267578
52374,2021,19586,266000,95.0,2,3.125,266000,9.62,39.97,5,5,Current,280000.0,280000.0,0,266000
52705,2021,13995,300000,86.0,2,3.375,300000,15.13,21.0,5,3,Current,348837.2093,348837.2093,0,300000
52734,2021,8323,240000,80.0,2,3.5,240000,17.0,17.0,5,5,Current,300000.0,300000.0,0,240000
52837,2021,14822,251750,95.0,2,3.125,251750,10.12,32.61,4,4,Current,265000.0,265000.0,0,251750
52972,2021,14086,345800,95.0,2,3.25,345800,14.48,30.17,5,5,Current,364000.0,364000.0,0,345800
53087,2021,14434,220088,80.0,2,3.375,220800,19.36,37.61,5,5,Current,276000.0,276000.0,0,220088
53094,2021,11756,277100,85.0,2,3.99,277100,14.32,32.02,4,2,Current,326000.0,326000.0,0,277100
53100,2021,11103,224000,80.0,2,3.5,224000,11.62,28.77,5,2,Current,280000.0,280000.0,0,224000
55988,2021,11042,240000,90.0,2,3.375,240000,11.87,33.46,5,5,Current,266666.6667,266666.6667,0,240000
56408,2021,8874,322000,78.0,2,3.5,322000,22.92,23.23,5,5,Current,412820.5128,412820.5128,0,322000
56606,2021,11637,232000,80.0,2,3.375,232000,14.47,19.45,5,4,Current,290000.0,290000.0,0,232000
56728,2021,15658,304000,80.0,2,3.5,304000,12.43,28.23,5,5,Current,380000.0,380000.0,0,304000
57159,2021,10395,240000,80.0,2,3.5,240000,14.13,27.14,5,5,Current,300000.0,300000.0,0,240000
58353,2021,11815,264600,90.0,2,3.375,264600,14.52,30.72,5,5,Current,294000.0,294000.0,0,264600
58574,2021,12769,290000,80.0,2,3.375,290000,13.75,20.85,5,5,Current,362500.0,362500.0,0,290000
58640,2021,25208,179973,77.0,3,3.25,180770,13.27,42.03,5,5,Current,234766.2338,234766.2338,0,179973
59221,2021,18012,322400,80.0,2,3.5,322400,9.8,36.82,5,5,Current,403000.0,403000.0,0,322400
59421,2021,15742,240000,75.0,2,3.25,240000,10.07,35.66,4,3,Current,320000.0,320000.0,0,240000
59590,2021,16166,225000,90.0,2,3.375,225000,17.27,30.8,5,5,Current,250000.0,250000.0,0,225000
59765,2021,19120,304000,80.0,2,3.5,304000,16.52,30.87,5,5,Current,380000.0,380000.0,0,304000
60032,2021,15510,305000,79.0,3,3.375,305000,7.52,36.79,5,5,Current,386075.9494,386075.9494,0,305000
60309,2021,16741,182700,90.0,2,3.375,182700,6.73,22.99,5,4,Current,203000.0,203000.0,0,182700
60328,2021,19052,333000,90.0,2,3.5,333000,9.59,28.0,5,5,Current,370000.0,370000.0,0,333000
60366,2021,16160,263500,85.0,2,3.375,263500,17.44,28.69,5,5,Current,310000.0,310000.0,0,263500
60803,2021,17069,232750,95.0,2,3.25,232750,8.61,42.55,5,5,Current,245000.0,245000.0,0,232750
60930,2021,17158,183200,80.0,2,3.5,183200,13.14,19.77,5,5,Current,229000.0,229000.0,0,183200
61335,2021,27514,141600,80.0,2,3.5,141600,9.72,39.31,5,5,Current,177000.0,177000.0,0,141600
61342,2021,8093,249300,90.0,2,3.375,249300,1.9,48.79,5,5,Current,277000.0,277000.0,0,249300
61414,2021,15530,175500,90.0,2,3.5,175500,13.35,25.58,5,4,Current,195000.0,195000.0,0,175500
61739,2021,17873,252000,90.0,2,3.25,252000,7.28,27.28,4,4,Current,280000.0,280000.0,0,252000
61759,2021,22214,316000,80.0,2,3.5,316000,15.61,35.05,5,5,Current,395000.0,395000.0,0,316000
61765,2021,14217,323910,90.0,2,3.375,323910,10.06,39.48,5,5,Current,359900.0,359900.0,0,323910
61948,2021,12238,208800,80.0,2,3.5,208800,11.99,30.86,4,5,Current,261000.0,261000.0,0,208800
62542,2021,24300,196650,90.0,2,3.125,196650,6.08,42.79,4,5,Current,218500.0,218500.0,0,196650
62677,2021,8555,228000,80.0,2,3.625,228000,13.62,18.4,5,5,Current,285000.0,285000.0,0,228000
63698,2021,12482,240000,80.0,2,3.375,240000,11.69,35.08,5,5,Current,300000.0,300000.0,0,240000
63855,2021,14105,300000,71.0,2,3.5,300000,15.05,22.77,5,5,Current,422535.2113,422535.2113,0,300000
63895,2020,8844,265000,52.0,2,3.875,265000,18.99,18.99,5,5,Current,509615.3846,509615.3846,0,265000
63929,2020,9586,268000,80.0,2,4.0,268000,18.24,18.24,5,4,Current,335000.0,335000.0,0,268000
63955,2020,12781,247902,56.0,2,3.625,250000,18.9,18.9,5,5,Current,446428.5714,446428.5714,0,247902
63958,2020,23103,190448,49.0,2,4.0,191000,26.73,26.73,5,5,Current,389795.9184,389795.9184,0,190448
63961,2020,11417,304550,76.0,2,3.875,305000,17.67,17.67,4,4,Current,401315.7895,401315.7895,0,304550
63970,2020,8221,279578,80.0,2,3.75,280000,21.81,21.81,5,5,Current,350000.0,350000.0,0,279578
63974,2020,10271,291600,68.0,2,3.625,291600,21.82,21.82,4,4,Current,428823.5294,428823.5294,0,291600
64009,2020,10164,289750,95.0,2,3.5,289750,18.59,18.59,5,4,Current,305000.0,305000.0,0,289750
64025,2020,13110,292000,80.0,2,3.5,292000,16.74,16.74,5,5,Current,365000.0,365000.0,0,292000
64061,2020,17072,350000,70.0,2,3.875,350000,15.32,15.32,5,5,Current,500000.0,500000.0,0,350000
64064,2020,9577,310000,67.0,2,4.0,310000,20.77,20.77,5,5,Current,462686.5672,462686.5672,0,310000
64096,2020,10426,290000,74.0,2,4.25,290000,18.29,18.29,4,4,Current,391891.8919,391891.8919,0,290000
64097,2020,11516,308000,78.0,2,4.0,308000,19.4,19.4,4,4,Current,394871.7949,394871.7949,0,308000
64099,2020,15213,257000,76.0,2,3.875,257000,14.16,14.16,5,5,Current,338157.8947,338157.8947,0,257000
64113,2020,14552,310400,80.0,2,3.5,310400,16.57,16.57,5,5,Current,388000.0,388000.0,0,310400
64128,2020,8544,249600,80.0,2,3.625,249600,18.99,18.99,5,5,Current,312000.0,312000.0,0,249600
64137,2020,10767,245000,80.0,2,3.75,245000,15.28,15.28,4,4,Current,306250.0,306250.0,0,245000
64148,2020,12346,232000,78.0,3,3.875,232000,12.73,12.73,5,5,Current,297435.8974,297435.8974,0,232000
64151,2020,10992,272000,80.0,2,3.875,272000,16.67,16.67,5,4,Current,340000.0,340000.0,0,272000
64156,2020,9421,241300,83.0,2,3.875,241300,17.55,17.55,5,4,Current,290722.8916,290722.8916,0,241300
64185,2020,10999,331800,75.0,2,3.625,331800,19.76,19.76,4,4,Current,442400.0,442400.0,0,331800
64210,2020,12698,256000,80.0,2,3.75,256000,14.52,14.52,4,3,Current,320000.0,320000.0,0,256000
64227,2020,10768,240000,79.0,2,3.75,240000,14.61,14.61,5,4,Current,303797.4684,303797.4684,0,240000
64290,2020,14256,420365,95.0,2,3.75,421000,17.41,17.41,5,4,Current,443157.8947,443157.8947,0,420365
64291,2020,10480,280000,57.0,2,3.75,280000,16.61,16.61,5,5,Current,491228.0702,491228.0702,0,280000
64400,2020,14354,310000,76.0,2,4.0,310000,14.14,14.14,5,3,Current,407894.7368,407894.7368,0,310000
64430,2020,9896,295000,65.0,2,3.625,295000,22.35,22.35,4,3,Current,453846.1538,453846.1538,0,295000
64446,2020,10275,324000,80.0,2,3.875,324000,21.13,21.13,4,4,Current,405000.0,405000.0,0,324000
64449,2020,9436,218600,90.0,2,3.75,218600,15.56,15.56,5,5,Current,242888.8889,242888.8889,0,218600
64452,2020,13364,345000,69.0,2,3.875,345000,17.01,17.01,5,5,Current,500000.0,500000.0,0,345000
64479,2020,10015,313500,95.0,2,3.75,313500,20.63,20.63,4,4,Current,330000.0,330000.0,0,313500
64495,2020,10014,306000,63.0,2,3.75,306000,19.99,19.99,5,5,Current,485714.2857,485714.2857,0,306000
64528,2020,10103,308000,69.0,2,3.75,308000,20.37,20.37,5,5,Current,446376.8116,446376.8116,0,308000
64561,2020,11300,310000,84.0,2,3.75,310000,17.92,17.92,5,5,Current,369047.619,369047.619,0,310000
64572,2020,11330,242000,82.0,2,3.625,242000,15.94,15.94,4,4,Current,295121.9512,295121.9512,0,242000
64576,2020,9679,300000,80.0,2,3.875,300000,18.28,18.28,5,5,Current,375000.0,375000.0,0,300000
64618,2020,9941,268000,100.0,2,3.375,268000,16.93,16.93,5,4,Current,268000.0,268000.0,0,268000
64875,2020,9476,244600,71.0,2,3.5,244600,19.51,19.51,5,5,Current,344507.0423,344507.0423,0,244600
64908,2020,10150,318000,72.0,2,3.5,318000,22.36,22.36,5,5,Current,441666.6667,441666.6667,0,318000
65108,2020,9697,246500,73.0,2,3.875,246500,17.03,17.03,5,4,Current,337671.2329,337671.2329,0,246500
65177,2020,14562,382000,80.0,2,3.875,382000,17.54,17.54,5,3,Current,477500.0,477500.0,0,382000
65178,2020,9941,267920,80.0,2,4.0,267920,17.95,17.95,4,3,Current,334900.0,334900.0,0,267920
65202,2020,13451,410000,79.0,2,3.875,410000,19.09,19.09,5,3,Current,518987.3418,518987.3418,0,410000
65213,2020,11259,289595,63.0,2,3.625,292000,17.28,17.28,5,4,Current,463492.0635,463492.0635,0,289595
65234,2020,11811,230500,93.0,2,3.375,230500,14.69,14.69,5,5,Current,247849.4624,247849.4624,0,230500
65283,2020,12874,350000,78.0,2,3.5,350000,17.65,17.65,5,4,Current,448717.9487,448717.9487,0,350000
65309,2020,10112,312131,50.0,2,3.75,315000,22.3,22.3,4,4,Current,630000.0,630000.0,0,312131
65727,2020,12657,273435,95.0,2,3.375,275500,13.6,13.6,5,5,Current,290000.0,290000.0,0,273435
66563,2020,9790,247000,77.0,2,3.625,247000,16.48,16.48,5,4,Current,320779.2208,320779.2208,0,247000
66565,2020,11126,304000,80.0,2,3.625,304000,17.22,17.22,4,5,Current,380000.0,380000.0,0,304000
66614,2020,9333,260000,93.0,2,3.75,260000,19.8,19.8,5,4,Current,279569.8925,279569.8925,0,260000
66631,2020,12045,320000,80.0,2,4.0,320000,18.32,18.32,4,3,Current,400000.0,400000.0,0,320000
66636,2020,14519,384000,62.0,2,3.75,384000,18.94,18.94,5,5,Current,619354.8387,619354.8387,0,384000
66638,2020,11788,271000,77.0,2,3.5,271000,18.82,18.82,5,5,Current,351948.0519,351948.0519,0,271000
66642,2020,10446,254900,71.0,2,3.5,254900,18.1,18.1,4,5,Current,359014.0845,359014.0845,0,254900
