,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
698,2021,5773,222400,80.0,2,3.25,222400,24.22,39.91,4,4,Current,278000.0,278000.0,0.0,222400
708,2021,4889,270000,56.0,2,3.25,270000,34.33,36.15,4,5,Current,482142.8571428571,482142.8571428571,0.0,270000
719,2021,7500,264957,103.0,2,2.75,264957,20.1,47.02,4,3,Current,257239.8058252427,257239.8058252427,0.0,264957
725,2021,5882,288000,54.0,2,3.125,288000,30.1,38.33,4,4,Current,533333.3333333333,533333.3333333333,0.0,288000
729,2021,5089,277000,73.0,2,2.875,277000,36.44,39.52,4,5,Current,379452.05479452055,379452.05479452055,0.0,277000
778,2021,5394,272000,73.0,2,3.25,272000,31.22,32.11,5,5,Current,372602.7397260274,372602.7397260274,0.0,272000
782,2021,4562,229019,68.0,2,2.75,229019,28.33,54.66,5,5,Current,336792.6470588235,336792.6470588235,0.0,229019
823,2021,4372,265000,69.0,3,3.25,265000,37.79,47.84,5,5,Current,384057.9710144928,384057.9710144928,0.0,265000
826,2021,6395,330000,72.0,2,3.25,330000,31.86,43.18,5,4,Current,458333.3333333334,458333.3333333334,0.0,330000
851,2021,6823,260000,59.0,2,2.865,260000,33.43,39.03,5,5,Current,440677.9661016949,440677.9661016949,0.0,260000
984,2021,3475,192696,71.0,2,2.75,192696,33.13,48.61,4,5,Current,271402.8169014085,271402.8169014085,0.0,192696
1000,2021,9263,300000,80.0,2,3.125,300000,30.03,40.31,5,5,Current,375000.0,375000.0,0.0,300000
1005,2021,6408,300000,62.0,2,2.875,300000,29.1,42.02,4,4,Current,483870.9677419355,483870.9677419355,0.0,300000
1008,2021,6287,307000,73.0,2,2.875,307000,29.36,43.64,5,5,Current,420547.94520547945,420547.94520547945,0.0,307000
1036,2021,6432,362400,80.0,2,3.5,362400,34.78,44.36,4,5,Current,453000.0,453000.0,0.0,362400
1083,2021,8115,280000,80.0,2,3.0,280000,25.21,36.3,4,4,Current,350000.0,350000.0,0.0,280000
1085,2021,5781,230000,79.0,2,3.25,230000,24.35,43.34,5,5,Current,291139.2405063291,291139.2405063291,0.0,230000
1119,2021,4488,258000,62.0,2,3.0,258000,31.48,33.0,4,3,Current,416129.0322580645,416129.0322580645,0.0,258000
1126,2021,6213,304000,69.0,2,3.125,304000,34.04,39.58,3,2,Current,440579.7101449276,440579.7101449276,0.0,304000
1131,2021,7230,271543,64.0,2,3.125,272000,28.28,40.09,5,5,Current,425000.0,425000.0,0.0,271543
1196,2021,6311,231553,79.0,2,3.0,233000,29.9,43.53,5,5,Current,294936.7088607595,294936.7088607595,0.0,231553
1206,2021,2550,164000,54.0,2,3.5,164000,40.24,45.02,5,5,Current,303703.7037037037,303703.7037037037,0.0,164000
1303,2021,7305,252800,80.0,2,2.875,252800,20.06,49.27,4,3,Current,316000.0,316000.0,0.0,252800
1367,2021,6771,300000,75.0,2,2.75,300000,26.04,39.25,5,4,Current,400000.0,400000.0,0.0,300000
1393,2021,8239,292500,90.0,2,2.875,292500,25.15,39.82,4,4,Current,325000.0,325000.0,0.0,292500
1442,2021,7445,239392,80.0,2,3.375,240000,18.51,44.96,4,4,Current,300000.0,300000.0,0.0,239392
1480,2021,4544,210400,80.0,2,3.0,210400,31.95,42.62,5,4,Current,263000.0,263000.0,0.0,210400
1484,2021,8749,328000,80.0,2,3.125,328000,22.58,37.99,5,5,Current,410000.0,410000.0,0.0,328000
1496,2021,5631,230750,65.0,2,3.125,230750,28.37,43.68,5,5,Current,355000.0,355000.0,0.0,230750
1501,2021,6195,238383,100.0,2,3.625,238383,26.01,38.19,4,4,Current,238383.0,238383.0,0.0,238383
1502,2021,7315,250000,79.0,2,3.25,250000,21.47,42.57,4,4,Current,316455.69620253163,316455.69620253163,0.0,250000
1505,2021,5173,325000,70.0,2,3.375,325000,35.21,46.5,5,5,Current,464285.7142857143,464285.7142857143,0.0,325000
1511,2021,7650,300000,59.0,2,2.75,300000,32.22,32.8,5,5,Current,508474.57627118647,508474.57627118647,0.0,300000
1514,2021,5162,275466,60.0,2,2.875,275950,31.22,44.63,3,5,Current,459916.6666666667,459916.6666666667,0.0,275466
1549,2021,3239,217600,80.0,2,3.25,217600,40.34,42.9,3,3,Current,272000.0,272000.0,0.0,217600
1565,2021,7212,280000,66.0,2,3.375,280000,24.02,44.41,4,4,Current,424242.4242424242,424242.4242424242,0.0,280000
1582,2021,6677,321000,61.0,2,3.625,321000,28.49,38.23,5,4,Current,526229.5081967213,526229.5081967213,0.0,321000
1583,2021,10632,278250,75.0,2,3.5,278250,18.58,48.89,4,4,Current,371000.0,371000.0,0.0,278250
1634,2021,6653,226000,80.0,2,2.875,226000,22.56,41.26,5,4,Current,282500.0,282500.0,0.0,226000
1649,2021,5547,234800,80.0,2,3.0,234800,28.9,36.06,4,3,Current,293500.0,293500.0,0.0,234800
1699,2021,7165,295000,70.0,2,2.875,295000,29.23,42.7,5,5,Current,421428.5714285715,421428.5714285715,0.0,295000
1707,2021,4737,265000,76.0,2,2.75,265000,35.7,46.96,5,5,Current,348684.2105263158,348684.2105263158,0.0,265000
1745,2021,8799,334400,80.0,2,3.0,334400,20.52,42.88,5,5,Current,418000.0,418000.0,0.0,334400
1759,2021,5464,228000,80.0,2,2.875,228000,31.22,33.06,4,4,Current,285000.0,285000.0,0.0,228000
1853,2021,6450,260000,80.0,2,2.875,260000,26.53,32.0,5,5,Current,325000.0,325000.0,0.0,260000
2189,2021,4822,245031,99.0,2,2.75,245471,33.93,53.8,3,4,Current,247950.50505050505,247950.50505050505,0.0,245031
2248,2021,3619,220000,76.0,2,2.625,220000,46.28,46.44,4,4,Current,289473.6842105263,289473.6842105263,0.0,220000
2279,2021,4545,291000,76.0,2,2.625,291000,36.7,45.22,5,4,Current,382894.7368421053,382894.7368421053,0.0,291000
2298,2021,8226,283000,70.0,2,2.625,283000,26.53,38.47,5,5,Current,404285.7142857143,404285.7142857143,0.0,283000
2306,2021,3445,274229,97.0,2,2.5,274229,39.99,43.82,4,5,Current,282710.3092783505,282710.3092783505,0.0,274229
2356,2021,6029,200000,50.0,2,3.125,200000,40.81,49.22,4,3,Current,400000.0,400000.0,0.0,200000
2361,2021,9255,270750,95.0,2,3.125,270750,26.39,37.83,5,3,Current,285000.0,285000.0,0.0,270750
2371,2021,6650,284000,80.0,2,3.0,284000,22.5,41.7,4,3,Current,355000.0,355000.0,0.0,284000
2373,2021,3467,151276,98.0,2,2.75,151276,29.52,52.51,3,2,Current,154363.26530612246,154363.26530612246,0.0,151276
2394,2021,5181,214790,72.0,2,2.125,214790,37.25,37.25,5,5,Current,298319.44444444444,298319.44444444444,0.0,214790
2397,2021,5238,249500,59.0,2,2.625,249500,38.26,39.71,5,5,Current,422881.3559322034,422881.3559322034,0.0,249500
2415,2021,4270,251000,80.0,2,2.625,251000,39.07,42.97,5,5,Current,313750.0,313750.0,0.0,251000
2417,2021,9699,275000,66.0,2,2.625,275000,22.01,49.81,4,4,Current,416666.6666666666,416666.6666666666,0.0,275000
2470,2021,7524,264600,90.0,2,3.125,264600,21.85,35.19,5,4,Current,294000.0,294000.0,0.0,264600
2508,2021,5015,190000,75.0,2,2.25,190000,35.81,40.85,4,2,Current,253333.3333333333,253333.3333333333,0.0,190000
2512,2021,6988,315500,75.0,2,2.125,315500,38.15,38.87,5,5,Current,420666.6666666667,420666.6666666667,0.0,315500
2518,2021,7260,278500,92.0,2,2.75,278500,21.9,41.02,5,5,Current,302717.39130434784,302717.39130434784,0.0,278500
2531,2021,7315,253000,70.0,2,2.99,253000,22.36,40.8,4,4,Current,361428.5714285715,361428.5714285715,0.0,253000
2588,2021,5667,210000,80.0,2,2.625,210000,24.39,46.68,5,5,Current,262500.0,262500.0,0.0,210000
2660,2021,6291,248000,80.0,2,2.875,248000,26.16,40.94,5,4,Current,310000.0,310000.0,0.0,248000
2679,2021,3598,182700,82.0,2,2.875,183150,35.33,55.61,4,3,Current,223353.65853658537,223353.65853658537,0.0,182700
2697,2021,4813,236500,74.0,2,3.25,236500,32.35,44.49,5,5,Current,319594.5945945946,319594.5945945946,0.0,236500
2792,2021,11142,299920,80.0,2,2.75,299920,29.67,49.73,5,5,Current,374900.0,374900.0,0.0,299920
2845,2021,4767,228000,68.0,2,2.875,228000,25.01,49.62,4,2,Current,335294.1176470588,335294.1176470588,0.0,228000
2873,2021,8376,302800,80.0,2,2.75,302800,24.46,47.11,5,5,Current,378500.0,378500.0,0.0,302800
2876,2021,4494,232000,69.0,2,2.99,232000,33.63,36.19,5,5,Current,336231.88405797107,336231.88405797107,0.0,232000
2877,2021,4135,175000,70.0,2,2.875,175000,26.46,43.17,5,5,Current,250000.00000000003,250000.00000000003,0.0,175000
2892,2021,4115,220000,65.0,2,3.25,220000,31.47,32.81,5,5,Current,338461.53846153844,338461.53846153844,0.0,220000
2895,2021,5142,230000,80.0,2,3.125,230000,35.58,38.87,4,3,Current,287500.0,287500.0,0.0,230000
2897,2021,7445,359408,80.0,2,3.25,360000,24.82,42.67,4,5,Current,450000.0,450000.0,0.0,359408
2903,2021,7111,261521,80.0,2,2.875,261521,26.75,49.01,5,5,Current,326901.25,326901.25,0.0,261521
2904,2021,5772,204000,90.0,2,2.625,204000,23.85,47.53,5,5,Current,226666.66666666663,226666.66666666663,0.0,204000
2907,2021,4523,325700,75.0,2,3.0,325700,43.28,44.48,5,5,Current,434266.6666666667,434266.6666666667,0.0,325700
2942,2021,4959,183000,84.0,2,2.75,183000,23.52,46.08,5,4,Current,217857.14285714287,217857.14285714287,0.0,183000
2995,2021,5000,179280,80.0,2,2.375,181000,33.71,46.75,5,5,Current,226250.0,226250.0,0.0,179280
3021,2021,6848,234000,80.0,2,2.125,234000,29.71,39.84,5,5,Current,292500.0,292500.0,0.0,234000
3023,2021,6707,334800,67.0,2,2.75,334800,28.03,44.7,4,4,Current,499701.49253731343,499701.49253731343,0.0,334800
3075,2021,3853,170000,76.0,2,2.5,170000,37.19,41.91,5,5,Current,223684.2105263158,223684.2105263158,0.0,170000
3082,2021,6312,364000,80.0,2,2.875,364000,35.9,37.58,5,2,Current,455000.0,455000.0,0.0,364000
3086,2021,7334,264000,80.0,2,2.375,264000,24.3,38.29,5,5,Current,330000.0,330000.0,0.0,264000
3103,2021,7415,262200,70.0,2,2.75,262200,22.18,40.56,5,4,Current,374571.4285714286,374571.4285714286,0.0,262200
3111,2021,7415,230000,75.0,2,2.75,230000,22.3,46.0,5,4,Current,306666.6666666667,306666.6666666667,0.0,230000
3156,2021,6064,294800,80.0,2,2.875,294800,28.75,44.71,5,5,Current,368500.0,368500.0,0.0,294800
3209,2021,5995,247000,95.0,2,3.125,247000,25.18,44.38,4,5,Current,260000.0,260000.0,0.0,247000
3240,2021,5350,265785,64.0,2,2.625,265785,38.81,39.8,5,5,Current,415289.0625,415289.0625,0.0,265785
3355,2021,4714,201500,80.0,2,2.5,201500,26.9,42.58,4,4,Current,251875.0,251875.0,0.0,201500
3417,2021,4766,229500,77.0,2,3.0,229500,36.91,42.56,5,5,Current,298051.94805194804,298051.94805194804,0.0,229500
3432,2021,6680,238100,72.0,2,2.0,238100,33.43,43.67,5,5,Current,330694.44444444444,330694.44444444444,0.0,238100
3504,2021,5998,242250,95.0,2,3.125,242250,30.45,39.0,5,2,Current,255000.0,255000.0,0.0,242250
3509,2021,8225,245000,65.0,3,3.125,245000,31.94,48.89,4,4,Current,376923.07692307694,376923.07692307694,0.0,245000
3551,2021,4577,235500,75.0,2,2.625,235500,31.91,34.29,5,5,Current,314000.0,314000.0,0.0,235500
3605,2021,5000,249700,80.0,2,2.75,249700,30.26,45.06,5,5,Current,312125.0,312125.0,0.0,249700
3608,2021,6060,243200,76.0,2,2.75,243200,30.88,42.64,5,5,Current,320000.0,320000.0,0.0,243200
3625,2021,5092,254134,95.0,2,2.625,254600,27.84,35.99,4,4,Current,268000.0,268000.0,0.0,254134
3659,2021,6257,300000,80.0,2,3.0,300000,26.85,38.62,4,3,Current,375000.0,375000.0,0.0,300000
3705,2021,6215,219000,75.0,2,2.75,219000,21.99,43.86,4,4,Current,292000.0,292000.0,0.0,219000
3744,2021,7083,265000,78.0,2,2.875,265000,25.36,34.52,5,4,Current,339743.5897435897,339743.5897435897,0.0,265000
3747,2021,3875,168000,80.0,2,3.0,168000,28.73,38.78,5,5,Current,210000.0,210000.0,0.0,168000
3779,2021,7082,200000,69.0,2,2.75,200000,24.98,47.87,5,5,Current,289855.0724637681,289855.0724637681,0.0,200000
3802,2021,8199,276000,66.0,2,2.875,276000,33.99,49.1,5,4,Current,418181.8181818182,418181.8181818182,0.0,276000
3816,2021,4898,238500,73.0,2,3.0,238500,36.52,40.56,5,5,Current,326712.3287671233,326712.3287671233,0.0,238500
3907,2021,7921,312000,80.0,2,2.25,312000,32.42,33.61,5,5,Current,390000.0,390000.0,0.0,312000
3919,2021,7083,276500,70.0,2,2.5,276500,26.17,37.0,5,5,Current,395000.0,395000.0,0.0,276500
3929,2021,4843,245850,66.0,2,2.625,245850,29.98,42.58,4,4,Current,372500.0,372500.0,0.0,245850
3974,2021,5465,278400,80.0,2,2.625,278400,28.52,44.93,4,5,Current,348000.0,348000.0,0.0,278400
3986,2021,3971,247000,95.0,2,2.875,247000,47.8,47.8,5,5,Current,260000.0,260000.0,0.0,247000
4054,2021,7038,288000,80.0,2,2.0,288000,32.36,34.08,4,4,Current,360000.0,360000.0,0.0,288000
4127,2021,5700,198585,69.0,2,3.125,198585,22.69,42.56,5,5,Current,287804.347826087,287804.347826087,0.0,198585
4162,2021,8446,292000,75.0,2,1.875,292000,30.61,46.91,5,5,Current,389333.3333333333,389333.3333333333,0.0,292000
4177,2021,5215,184100,76.0,2,2.125,184100,35.61,36.09,5,5,Current,242236.84210526315,242236.84210526315,0.0,184100
4260,2021,4994,234000,77.0,2,2.75,234000,28.29,34.58,5,5,Current,303896.1038961039,303896.1038961039,0.0,234000
4275,2021,5820,380000,80.0,2,3.0,380000,37.84,40.33,4,5,Current,475000.0,475000.0,0.0,380000
4342,2021,3463,125600,80.0,2,2.5,125600,30.06,47.18,4,4,Current,157000.0,157000.0,0.0,125600
4344,2021,3486,200000,69.0,2,2.75,200000,34.54,38.07,5,5,Current,289855.0724637681,289855.0724637681,0.0,200000
4351,2021,8200,308514,69.0,2,2.875,308514,26.09,38.46,5,4,Current,447121.7391304348,447121.7391304348,0.0,308514
4410,2021,8219,269500,68.0,2,2.0,269500,28.92,41.35,5,4,Current,396323.5294117647,396323.5294117647,0.0,269500
4432,2021,3500,183000,76.0,2,2.75,183000,31.34,33.94,5,5,Current,240789.47368421053,240789.47368421053,0.0,183000
4467,2021,5766,339000,57.0,2,2.375,339000,33.76,42.34,5,5,Current,594736.8421052633,594736.8421052633,0.0,339000
4509,2021,4683,210800,77.0,2,2.375,210800,31.18,39.81,5,5,Current,273766.2337662338,273766.2337662338,0.0,210800
4516,2021,5000,316500,71.0,2,2.625,316500,38.67,40.07,4,5,Current,445774.647887324,445774.647887324,0.0,316500
4633,2021,6678,228300,72.0,2,2.875,228300,19.59,44.25,5,4,Current,317083.3333333334,317083.3333333334,0.0,228300
4635,2021,6646,283500,64.0,2,2.75,283500,23.4,39.2,4,5,Current,442968.75,442968.75,0.0,283500
4642,2021,6689,240000,84.0,2,3.0,240000,26.24,39.43,5,5,Current,285714.28571428574,285714.28571428574,0.0,240000
4678,2021,5759,296000,80.0,2,2.75,296000,36.61,42.82,5,5,Current,370000.0,370000.0,0.0,296000
4718,2021,6542,281300,70.0,2,2.5,281300,32.35,35.38,5,5,Current,401857.1428571429,401857.1428571429,0.0,281300
4740,2021,5785,209000,79.0,2,3.125,209000,25.23,45.49,4,4,Current,264556.96202531643,264556.96202531643,0.0,209000
4884,2021,6110,200000,80.0,2,2.25,200000,38.32,39.47,5,4,Current,250000.0,250000.0,0.0,200000
4903,2021,6833,272000,85.0,2,1.875,272000,35.01,40.44,5,5,Current,320000.0,320000.0,0.0,272000
4948,2021,7632,288000,80.0,2,3.0,288000,22.62,45.25,4,5,Current,360000.0,360000.0,0.0,288000
4953,2021,6690,301600,80.0,2,2.75,301600,26.22,32.19,5,5,Current,377000.0,377000.0,0.0,301600
5055,2021,7985,221000,65.0,2,3.0,221000,22.4,47.64,4,5,Current,340000.0,340000.0,0.0,221000
5084,2021,10610,231000,70.0,2,3.375,231000,21.74,41.47,4,5,Current,330000.0,330000.0,0.0,231000
5131,2021,9842,328000,65.0,2,2.75,328000,27.95,47.11,5,4,Current,504615.3846153846,504615.3846153846,0.0,328000
5133,2021,5429,217000,70.0,2,2.75,217000,30.93,38.43,5,5,Current,310000.0,310000.0,0.0,217000
5139,2021,7559,244614,68.0,2,2.375,244614,28.87,38.55,4,4,Current,359726.47058823524,359726.47058823524,0.0,244614
5155,2021,4101,220000,79.0,2,3.125,220000,38.52,40.66,5,5,Current,278481.0126582278,278481.0126582278,0.0,220000
5173,2021,5080,205300,69.0,2,2.75,205300,28.35,37.64,5,5,Current,297536.231884058,297536.231884058,0.0,205300
5176,2021,5721,231200,80.0,2,2.875,231200,26.6,46.05,4,4,Current,289000.0,289000.0,0.0,231200
5178,2021,6429,265500,90.0,2,3.125,265500,26.25,37.23,4,4,Current,295000.0,295000.0,0.0,265500
5187,2021,6609,382500,90.0,2,3.125,382500,37.53,39.93,4,4,Current,425000.0,425000.0,0.0,382500
5230,2021,5444,235000,72.0,2,2.5,235000,38.23,44.37,4,4,Current,326388.8888888889,326388.8888888889,0.0,235000
5270,2021,5347,270000,66.0,2,2.75,270000,30.43,44.09,4,5,Current,409090.90909090906,409090.90909090906,0.0,270000
5318,2021,8482,315000,70.0,2,3.25,315000,25.63,45.92,4,4,Current,450000.0,450000.0,0.0,315000
5373,2021,5865,319986,78.0,2,2.75,319986,35.98,41.64,4,5,Current,410238.4615384615,410238.4615384615,0.0,319986
5393,2021,7492,308000,80.0,2,2.875,308000,31.92,46.97,5,4,Current,385000.0,385000.0,0.0,308000
5418,2021,7042,222500,73.0,2,2.875,222500,21.01,44.98,5,4,Current,304794.5205479452,304794.5205479452,0.0,222500
5458,2021,4877,295000,74.0,2,3.125,295000,36.48,47.14,5,5,Current,398648.64864864864,398648.64864864864,0.0,295000
5494,2021,7166,268000,75.0,2,2.25,268000,29.94,36.65,5,5,Current,357333.3333333333,357333.3333333333,0.0,268000
5576,2021,6099,320000,80.0,2,3.25,320000,35.2,36.8,3,4,Current,400000.0,400000.0,0.0,320000
5699,2021,5039,272000,61.0,2,2.375,272000,41.14,47.47,5,5,Current,445901.6393442623,445901.6393442623,0.0,272000
5713,2021,5019,219000,82.0,2,2.75,219000,28.81,46.61,5,5,Current,267073.17073170736,267073.17073170736,0.0,219000
5791,2021,8285,288650,70.0,2,2.625,288650,24.73,40.47,5,5,Current,412357.1428571429,412357.1428571429,0.0,288650
5810,2021,4264,202000,80.0,2,2.875,202000,34.78,42.03,5,5,Current,252500.0,252500.0,0.0,202000
5830,2021,7498,279200,80.0,2,3.375,279200,23.76,35.11,5,4,Current,349000.0,349000.0,0.0,279200
6061,2021,7398,325000,62.0,2,2.0,325000,45.31,46.59,5,5,Current,524193.5483870968,524193.5483870968,0.0,325000
6071,2021,4211,249400,80.0,2,2.625,249400,35.93,36.53,5,5,Current,311750.0,311750.0,0.0,249400
6124,2021,5638,240000,80.0,2,2.625,240000,26.41,38.95,5,5,Current,300000.0,300000.0,0.0,240000
6159,2021,3433,200000,80.0,2,2.625,200000,38.69,45.22,5,4,Current,250000.0,250000.0,0.0,200000
6188,2021,8201,214000,90.0,2,3.0,214000,20.81,46.56,5,5,Current,237777.77777777775,237777.77777777775,0.0,214000
6243,2021,6809,240000,65.0,2,3.25,240000,30.64,39.82,5,5,Current,369230.7692307692,369230.7692307692,0.0,240000
6264,2021,7430,317000,61.0,2,3.125,317000,26.8,41.83,5,4,Current,519672.131147541,519672.131147541,0.0,317000
6290,2021,6207,288882,97.0,2,2.875,288882,30.0,30.58,5,5,Current,297816.4948453608,297816.4948453608,0.0,288882
6293,2021,8623,315000,93.0,2,3.0,315000,24.34,39.95,5,4,Current,338709.67741935485,338709.67741935485,0.0,315000
6441,2021,6552,247950,95.0,2,3.25,247950,24.43,32.18,5,4,Current,261000.0,261000.0,0.0,247950
6489,2021,6334,272000,67.0,2,2.625,272000,29.77,35.77,5,5,Current,405970.1492537313,405970.1492537313,0.0,272000
6492,2021,4901,204000,80.0,2,3.125,204000,30.04,37.91,5,5,Current,255000.0,255000.0,0.0,204000
6614,2021,8948,272000,66.0,2,3.0,272000,22.01,42.88,4,4,Current,412121.2121212121,412121.2121212121,0.0,272000
6617,2021,5869,250000,79.0,2,3.25,250000,24.9,35.81,5,4,Current,316455.69620253163,316455.69620253163,0.0,250000
6624,2021,5685,225000,69.0,2,3.125,225000,23.9,39.71,4,4,Current,326086.95652173914,326086.95652173914,0.0,225000
6634,2021,4828,180000,86.0,2,3.125,180000,26.71,42.45,5,4,Current,209302.32558139536,209302.32558139536,0.0,180000
6649,2021,8225,287550,79.0,2,3.0,287550,23.01,46.31,5,5,Current,363987.3417721519,363987.3417721519,0.0,287550
6653,2021,6228,270000,95.0,2,3.25,270000,28.28,42.65,4,3,Current,284210.5263157895,284210.5263157895,0.0,270000
6670,2021,5674,205000,66.0,2,3.0,205000,27.75,37.23,3,4,Current,310606.0606060606,310606.0606060606,0.0,205000
6713,2021,8132,273895,79.0,2,2.25,273895,31.1,34.5,5,4,Current,346702.5316455696,346702.5316455696,0.0,273895
6763,2021,4322,200000,69.0,2,3.5,200000,26.64,40.52,5,5,Current,289855.0724637681,289855.0724637681,0.0,200000
6766,2021,7916,228000,80.0,2,3.125,228000,22.02,43.61,5,3,Current,285000.0,285000.0,0.0,228000
6769,2021,5000,225000,80.0,2,3.25,225000,37.54,38.68,5,5,Current,281250.0,281250.0,0.0,225000
6780,2021,5178,218500,95.0,2,3.125,218500,29.34,42.09,5,9,Current,230000.0,230000.0,0.0,218500
6825,2021,7602,341700,85.0,2,3.125,341700,26.66,38.26,4,3,Current,402000.0,402000.0,0.0,341700
6887,2021,6694,218922,101.0,2,3.0,218922,21.16,44.42,5,4,Current,216754.45544554456,216754.45544554456,0.0,218922
6920,2021,6495,223000,80.0,2,3.125,223000,20.78,42.79,5,3,Current,278750.0,278750.0,0.0,223000
6923,2021,7609,332000,80.0,2,3.0,332000,27.17,32.39,5,3,Current,415000.0,415000.0,0.0,332000
6964,2021,4378,232800,80.0,2,3.0,232800,31.27,32.07,4,4,Current,291000.0,291000.0,0.0,232800
6970,2021,7815,296000,76.0,2,3.25,296000,27.1,35.65,4,5,Current,389473.6842105263,389473.6842105263,0.0,296000
7019,2021,8851,246000,77.0,2,2.875,246000,21.65,44.86,5,5,Current,319480.51948051946,319480.51948051946,0.0,246000
7020,2021,7165,343000,70.0,2,3.25,343000,29.44,44.32,4,4,Current,490000.00000000006,490000.00000000006,0.0,343000
7029,2021,12162,258750,90.0,2,3.49,258750,21.6,43.41,5,5,Current,287500.0,287500.0,0.0,258750
7038,2021,3751,150100,67.0,2,3.0,150100,34.59,43.64,5,5,Current,224029.85074626864,224029.85074626864,0.0,150100
7042,2021,3325,164000,80.0,2,3.125,164000,36.41,42.63,5,5,Current,205000.0,205000.0,0.0,164000
7163,2021,5770,214400,80.0,2,3.0,214400,27.14,40.78,4,5,Current,268000.0,268000.0,0.0,214400
7243,2021,7192,231200,80.0,2,2.375,231200,29.18,44.81,3,3,Current,289000.0,289000.0,0.0,231200
7259,2021,7502,298000,72.0,2,3.125,298000,25.67,41.39,5,4,Current,413888.8888888889,413888.8888888889,0.0,298000
7305,2021,8203,272000,80.0,2,2.625,272000,24.48,39.15,5,5,Current,340000.0,340000.0,0.0,272000
7355,2021,5706,270000,88.0,2,2.75,270000,25.43,44.26,4,3,Current,306818.1818181818,306818.1818181818,0.0,270000
