,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
511,2021,8644,178800,58.0,2,2.375,178800,19.37,36.06,5,5,Current,308275.8621,308275.8621,0,178800
520,2021,3321,140000,25.0,2,2.75,140000,34.59,38.54,5,5,Current,560000.0,560000.0,0,140000
526,2021,5172,220000,38.0,2,2.75,220000,32.78,35.16,4,4,Current,578947.3684,578947.3684,0,220000
586,2021,9287,344382,44.0,2,2.75,345000,27.13,28.88,5,5,Current,784090.9091,784090.9091,0,344382
589,2021,9563,275000,51.0,2,3.0,275000,17.23,35.64,4,5,Current,539215.6863,539215.6863,0,275000
593,2021,5126,207000,57.0,2,2.625,207000,26.09,27.16,5,5,Current,363157.8947,363157.8947,0,207000
602,2021,11296,322174,52.0,2,3.0,325000,27.17,37.48,4,4,Current,625000.0,625000.0,0,322174
609,2021,9056,235000,25.0,2,2.625,235000,28.98,34.3,5,5,Current,940000.0,940000.0,0,235000
653,2021,5407,259544,49.0,2,2.875,260000,42.17,48.06,5,5,Current,530612.2449,530612.2449,0,259544
657,2021,10233,300000,31.0,2,3.0,300000,23.38,28.35,4,4,Current,967741.9355,967741.9355,0,300000
663,2021,10136,263000,47.0,2,2.875,263000,20.7,36.11,4,4,Current,559574.4681,559574.4681,0,263000
681,2021,4500,150240,62.0,2,2.75,150240,29.05,42.01,4,3,Current,242322.5806,242322.5806,0,150240
685,2021,5909,145000,58.0,2,2.25,145000,23.43,34.83,5,5,Current,250000.0,250000.0,0,145000
687,2021,6784,320000,54.0,2,3.0,320000,26.81,36.1,5,5,Current,592592.5926,592592.5926,0,320000
692,2021,7858,230000,66.0,2,2.5,230000,27.87,35.41,5,5,Current,348484.8485,348484.8485,0,230000
708,2021,4889,270000,56.0,2,3.25,270000,34.33,36.15,4,5,Current,482142.8571,482142.8571,0,270000
725,2021,5882,288000,54.0,2,3.125,288000,30.1,38.33,4,4,Current,533333.3333,533333.3333,0,288000
728,2021,7722,193000,46.0,2,2.625,193000,23.17,32.32,5,5,Current,419565.2174,419565.2174,0,193000
735,2021,4495,127000,37.0,2,2.375,127000,25.33,38.39,5,5,Current,343243.2432,343243.2432,0,127000
774,2021,9631,315000,45.0,2,2.875,315000,22.94,39.27,4,4,Current,700000.0,700000.0,0,315000
780,2021,4153,250000,38.0,2,3.5,250000,43.21,44.2,4,5,Current,657894.7368,657894.7368,0,250000
782,2021,4562,229019,68.0,2,2.75,229019,28.33,54.66,5,5,Current,336792.6471,336792.6471,0,229019
797,2021,6885,278000,28.0,2,3.0,278000,31.87,43.74,4,4,Current,992857.1429,992857.1429,0,278000
798,2021,3031,183000,42.0,2,3.5,183000,42.36,43.18,5,5,Current,435714.2857,435714.2857,0,183000
807,2021,5785,166000,59.0,2,3.0,166000,20.81,43.69,4,4,Current,281355.9322,281355.9322,0,166000
815,2021,8806,271000,42.0,2,3.0,271000,23.27,36.13,4,4,Current,645238.0952,645238.0952,0,271000
817,2021,8843,168000,59.0,2,3.0,168000,18.52,41.45,4,4,Current,284745.7627,284745.7627,0,168000
829,2021,6061,300000,46.0,2,2.75,300000,35.44,41.13,5,5,Current,652173.913,652173.913,0,300000
851,2021,6823,260000,59.0,2,2.865,260000,33.43,39.03,5,5,Current,440677.9661,440677.9661,0,260000
857,2021,5939,160000,49.0,2,2.5,160000,27.36,45.87,5,5,Current,326530.6122,326530.6122,0,160000
907,2021,8099,300000,46.0,2,3.0,300000,24.11,32.37,5,5,Current,652173.913,652173.913,0,300000
924,2021,7960,193600,41.0,2,2.75,193600,21.76,30.64,5,5,Current,472195.122,472195.122,0,193600
931,2021,5722,100000,32.0,2,2.5,100000,29.69,40.03,5,5,Current,312500.0,312500.0,0,100000
956,2021,3118,60000,20.0,2,2.875,60000,30.67,43.91,4,3,Current,300000.0,300000.0,0,60000
976,2021,8832,345000,54.0,2,3.0,345000,26.03,31.38,5,5,Current,638888.8889,638888.8889,0,345000
984,2021,3475,192696,71.0,2,2.75,192696,33.13,48.61,4,5,Current,271402.8169,271402.8169,0,192696
1119,2021,4488,258000,62.0,2,3.0,258000,31.48,33.0,4,3,Current,416129.0323,416129.0323,0,258000
1121,2021,6467,308000,43.0,2,3.0,308000,29.62,35.4,5,5,Current,716279.0698,716279.0698,0,308000
1131,2021,7230,271543,64.0,2,3.125,272000,28.28,40.09,5,5,Current,425000.0,425000.0,0,271543
1147,2021,8469,234000,65.0,2,2.5,234000,24.48,37.19,5,5,Current,360000.0,360000.0,0,234000
1165,2021,7590,361000,42.0,2,3.0,361000,27.38,31.86,4,5,Current,859523.8095,859523.8095,0,361000
1189,2021,11534,203997,40.0,2,3.375,206000,21.21,42.95,5,5,Current,515000.0,515000.0,0,203997
1200,2021,7966,296241,34.0,2,3.125,300000,33.65,45.68,5,5,Current,882352.9412,882352.9412,0,296241
1206,2021,2550,164000,54.0,2,3.5,164000,40.24,45.02,5,5,Current,303703.7037,303703.7037,0,164000
1218,2021,4447,156000,59.0,2,2.625,156000,33.14,46.48,5,4,Current,264406.7797,264406.7797,0,156000
1233,2021,5285,150000,34.0,2,2.5,150000,32.73,48.72,5,4,Current,441176.4706,441176.4706,0,150000
1263,2021,8745,220000,45.0,2,2.875,220000,20.65,46.96,4,5,Current,488888.8889,488888.8889,0,220000
1362,2021,8577,293027,24.0,2,2.375,300000,33.52,36.34,5,5,Current,1250000.0,1250000.0,0,293027
1420,2021,4733,169159,34.0,2,3.25,170000,22.98,34.46,3,3,Current,500000.0,500000.0,0,169159
1425,2021,7080,165000,49.0,2,2.5,165000,23.69,42.02,5,5,Current,336734.6939,336734.6939,0,165000
1465,2021,7456,255000,60.0,2,3.25,255000,20.87,35.48,5,4,Current,425000.0,425000.0,0,255000
1467,2021,4278,210992,41.0,2,2.875,215000,38.26,47.17,3,2,Current,524390.2439,524390.2439,0,210992
1483,2021,9999,200000,49.0,2,3.125,200000,13.94,47.06,4,4,Current,408163.2653,408163.2653,0,200000
1490,2021,4715,209072,42.0,2,2.875,211000,28.46,41.0,5,5,Current,502380.9524,502380.9524,0,209072
1496,2021,5631,230750,65.0,2,3.125,230750,28.37,43.68,5,5,Current,355000.0,355000.0,0,230750
1511,2021,7650,300000,59.0,2,2.75,300000,32.22,32.8,5,5,Current,508474.5763,508474.5763,0,300000
1514,2021,5162,275466,60.0,2,2.875,275950,31.22,44.63,3,5,Current,459916.6667,459916.6667,0,275466
1517,2021,9379,310000,42.0,2,2.875,310000,22.97,34.44,5,5,Current,738095.2381,738095.2381,0,310000
1527,2021,6639,185000,60.0,2,2.75,185000,23.01,38.57,4,3,Current,308333.3333,308333.3333,0,185000
1568,2021,4727,214200,52.0,2,2.875,214200,27.74,36.23,5,5,Current,411923.0769,411923.0769,0,214200
1575,2021,5673,225000,59.0,2,2.75,225000,23.88,44.86,5,5,Current,381355.9322,381355.9322,0,225000
1584,2021,4913,143000,52.0,2,3.25,143000,25.57,40.27,5,4,Current,275000.0,275000.0,0,143000
1585,2021,5855,125000,40.0,2,2.625,125000,21.36,46.24,4,5,Current,312500.0,312500.0,0,125000
1586,2021,5196,240000,48.0,2,3.25,240000,33.39,42.56,5,5,Current,500000.0,500000.0,0,240000
1627,2021,3458,172000,67.0,2,2.875,172000,30.3,30.3,5,5,Current,256716.4179,256716.4179,0,172000
1630,2021,5091,225000,59.0,2,2.875,225000,27.32,41.88,5,5,Current,381355.9322,381355.9322,0,225000
1669,2021,4416,157000,69.0,2,2.375,157000,32.55,34.92,5,5,Current,227536.2319,227536.2319,0,157000
1689,2021,6154,171500,62.0,2,2.5,171500,20.74,43.41,4,4,Current,276612.9032,276612.9032,0,171500
1772,2021,5782,240000,66.0,2,2.625,240000,23.99,39.83,5,5,Current,363636.3636,363636.3636,0,240000
1780,2021,3065,164000,68.0,2,2.625,164000,35.02,36.16,5,5,Current,241176.4706,241176.4706,0,164000
1801,2021,3684,95000,62.0,2,2.625,95000,16.75,49.05,5,5,Current,153225.8065,153225.8065,0,95000
1835,2021,3776,146805,68.0,2,3.0,146805,27.26,40.76,4,4,Current,215889.7059,215889.7059,0,146805
1841,2021,7556,144200,52.0,2,2.0,144200,27.76,33.18,5,5,Current,277307.6923,277307.6923,0,144200
1860,2021,5416,196000,62.0,2,3.0,196000,26.72,34.42,4,4,Current,316129.0323,316129.0323,0,196000
1866,2021,9296,217000,54.0,2,2.125,217000,21.3,28.0,5,5,Current,401851.8519,401851.8519,0,217000
2005,2021,6759,267100,48.0,2,2.75,267100,25.16,28.06,5,5,Current,556458.3333,556458.3333,0,267100
2076,2021,5380,112100,58.0,2,2.125,112100,24.94,47.8,5,5,Current,193275.8621,193275.8621,0,112100
2078,2021,4008,106500,54.0,2,2.125,106500,28.15,32.86,5,5,Current,197222.2222,197222.2222,0,106500
2091,2021,6250,150000,50.0,2,2.875,150000,23.89,37.43,5,5,Current,300000.0,300000.0,0,150000
2094,2021,5396,160000,64.0,2,2.75,160000,22.66,33.63,5,5,Current,250000.0,250000.0,0,160000
2114,2021,8125,272600,62.0,2,2.625,272600,24.64,38.22,5,3,Current,439677.4194,439677.4194,0,272600
2149,2021,8625,172747,55.0,2,2.25,173600,19.04,35.82,5,5,Current,315636.3636,315636.3636,0,172747
2161,2021,4467,125200,26.0,2,2.0,125200,28.32,46.54,5,5,Current,481538.4615,481538.4615,0,125200
2219,2021,10947,225000,51.0,2,2.25,225000,19.18,40.56,5,4,Current,441176.4706,441176.4706,0,225000
2249,2021,4575,223600,50.0,2,2.625,223600,28.59,34.47,4,4,Current,447200.0,447200.0,0,223600
2269,2021,7268,254500,56.0,2,2.75,254500,29.24,46.06,5,4,Current,454464.2857,454464.2857,0,254500
2321,2021,6954,171878,65.0,2,2.375,171878,24.16,38.4,5,4,Current,264427.6923,264427.6923,0,171878
2339,2021,6293,195000,49.0,2,3.125,195000,30.66,42.6,3,4,Current,397959.1837,397959.1837,0,195000
2344,2021,4651,157000,47.0,2,2.75,157000,26.88,43.59,4,4,Current,334042.5532,334042.5532,0,157000
2356,2021,6029,200000,50.0,2,3.125,200000,40.81,49.22,4,3,Current,400000.0,400000.0,0,200000
2363,2021,5876,165000,58.0,2,2.0,165000,26.53,26.78,5,5,Current,284482.7586,284482.7586,0,165000
2394,2021,5181,214790,72.0,2,2.125,214790,37.25,37.25,5,5,Current,298319.4444,298319.4444,0,214790
2395,2021,4486,165000,46.0,2,2.125,165000,33.68,35.91,5,5,Current,358695.6522,358695.6522,0,165000
2397,2021,5238,249500,59.0,2,2.625,249500,38.26,39.71,5,5,Current,422881.3559,422881.3559,0,249500
2408,2021,4024,137000,43.0,2,2.875,137000,24.59,31.75,5,5,Current,318604.6512,318604.6512,0,137000
2438,2021,4351,105000,53.0,2,2.0,105000,26.26,40.25,5,5,Current,198113.2075,198113.2075,0,105000
2441,2021,5049,140000,56.0,2,3.0,140000,25.53,34.64,5,5,Current,250000.0,250000.0,0,140000
2465,2021,10679,242800,56.0,2,2.25,242800,30.93,32.2,5,5,Current,433571.4286,433571.4286,0,242800
2508,2021,5015,190000,75.0,2,2.25,190000,35.81,40.85,4,2,Current,253333.3333,253333.3333,0,190000
2509,2021,6943,251100,65.0,2,2.5,251100,19.71,37.48,5,5,Current,386307.6923,386307.6923,0,251100
2578,2021,7523,227000,63.0,2,2.5,227000,17.74,43.23,5,5,Current,360317.4603,360317.4603,0,227000
2599,2021,5023,165000,60.0,2,2.375,165000,20.9,29.54,5,5,Current,275000.0,275000.0,0,165000
2620,2021,6674,145000,39.0,2,2.75,145000,21.87,38.15,5,5,Current,371794.8718,371794.8718,0,145000
2625,2021,7478,204000,59.0,2,2.75,204000,19.85,38.34,5,4,Current,345762.7119,345762.7119,0,204000
2637,2021,4307,183900,67.0,2,2.5,183900,28.43,30.26,5,5,Current,274477.6119,274477.6119,0,183900
2781,2021,7650,206586,43.0,2,2.5,208500,25.63,34.73,5,5,Current,484883.7209,484883.7209,0,206586
2788,2021,7255,150000,53.0,2,2.375,150000,22.81,38.51,5,4,Current,283018.8679,283018.8679,0,150000
2812,2021,8333,236784,60.0,2,2.375,239000,25.87,30.29,5,5,Current,398333.3333,398333.3333,0,236784
2845,2021,4767,228000,68.0,2,2.875,228000,25.01,49.62,4,2,Current,335294.1176,335294.1176,0,228000
2852,2021,7186,169400,53.0,2,2.875,169400,18.8,34.24,5,4,Current,319622.6415,319622.6415,0,169400
2869,2021,9948,224000,44.0,2,2.25,224000,23.4,35.74,5,5,Current,509090.9091,509090.9091,0,224000
2875,2021,6314,172100,66.0,2,2.625,172100,24.48,39.11,5,5,Current,260757.5758,260757.5758,0,172100
2876,2021,4494,232000,69.0,2,2.99,232000,33.63,36.19,5,5,Current,336231.8841,336231.8841,0,232000
2877,2021,4135,175000,70.0,2,2.875,175000,26.46,43.17,5,5,Current,250000.0,250000.0,0,175000
2892,2021,4115,220000,65.0,2,3.25,220000,31.47,32.81,5,5,Current,338461.5385,338461.5385,0,220000
2940,2021,5864,146890,46.0,2,2.875,146890,22.01,34.29,5,5,Current,319326.087,319326.087,0,146890
2977,2021,5206,225000,64.0,2,2.5,225000,26.14,27.0,5,5,Current,351562.5,351562.5,0,225000
2990,2021,4356,162000,57.0,2,2.375,162000,25.04,36.23,5,5,Current,284210.5263,284210.5263,0,162000
2995,2021,5000,179280,80.0,2,2.375,181000,33.71,46.75,5,5,Current,226250.0,226250.0,0,179280
3008,2021,7513,158221,40.0,2,2.5,165000,27.42,38.96,5,5,Current,412500.0,412500.0,0,158221
3050,2021,6593,233095,64.0,2,2.5,235925,31.37,34.35,5,5,Current,368632.8125,368632.8125,0,233095
3064,2021,3079,110000,40.0,2,2.875,110000,27.18,41.57,5,5,Current,275000.0,275000.0,0,110000
3075,2021,3853,170000,76.0,2,2.5,170000,37.19,41.91,5,5,Current,223684.2105,223684.2105,0,170000
3094,2021,8927,160000,61.0,2,2.0,160000,16.74,42.1,5,5,Current,262295.082,262295.082,0,160000
3103,2021,7415,262200,70.0,2,2.75,262200,22.18,40.56,5,4,Current,374571.4286,374571.4286,0,262200
3117,2021,7240,204000,59.0,2,2.25,204000,27.02,29.4,5,5,Current,345762.7119,345762.7119,0,204000
3120,2021,4892,250000,53.0,2,2.0,250000,42.58,46.84,5,5,Current,471698.1132,471698.1132,0,250000
3141,2021,5337,200000,50.0,2,2.125,200000,35.1,48.98,5,5,Current,400000.0,400000.0,0,200000
3142,2021,8979,229000,58.0,2,2.625,229000,18.09,39.23,5,5,Current,394827.5862,394827.5862,0,229000
3159,2021,7500,210200,68.0,2,2.625,210200,26.73,39.89,4,5,Current,309117.6471,309117.6471,0,210200
3194,2021,5849,188122,59.0,2,2.875,188122,24.77,42.43,5,5,Current,318850.8475,318850.8475,0,188122
3199,2021,5871,191000,64.0,2,2.875,191000,22.49,42.81,5,5,Current,298437.5,298437.5,0,191000
3208,2021,3991,130400,66.0,2,2.0,130400,27.65,33.49,5,4,Current,197575.7576,197575.7576,0,130400
3220,2021,5417,207500,62.0,2,2.875,207500,24.67,26.96,5,5,Current,334677.4194,334677.4194,0,207500
3239,2021,6275,173200,40.0,2,2.75,173200,24.72,33.76,5,5,Current,433000.0,433000.0,0,173200
3240,2021,5350,265785,64.0,2,2.625,265785,38.81,39.8,5,5,Current,415289.0625,415289.0625,0,265785
3259,2021,2100,60000,23.0,2,2.375,60000,39.31,40.99,5,5,Current,260869.5652,260869.5652,0,60000
3264,2021,6140,129000,47.0,2,2.125,129000,23.69,42.94,5,5,Current,274468.0851,274468.0851,0,129000
3411,2021,6565,244000,49.0,2,2.75,244000,27.04,28.79,5,5,Current,497959.1837,497959.1837,0,244000
3425,2021,1927,94000,47.0,2,2.25,94000,47.57,47.57,4,4,Current,200000.0,200000.0,0,94000
3432,2021,6680,238100,72.0,2,2.0,238100,33.43,43.67,5,5,Current,330694.4444,330694.4444,0,238100
3461,2021,3605,125000,47.0,2,2.75,125000,24.46,48.29,3,4,Current,265957.4468,265957.4468,0,125000
3489,2021,4553,185000,59.0,2,2.125,185000,38.65,39.52,5,5,Current,313559.322,313559.322,0,185000
3495,2021,8335,250000,36.0,2,2.125,250000,26.93,31.45,9,5,Current,694444.4444,694444.4444,0,250000
3551,2021,4577,235500,75.0,2,2.625,235500,31.91,34.29,5,5,Current,314000.0,314000.0,0,235500
3573,2021,7136,179800,56.0,2,2.5,179800,21.12,32.05,5,5,Current,321071.4286,321071.4286,0,179800
3646,2021,4977,239000,53.0,2,2.125,239000,41.24,41.24,5,5,Current,450943.3962,450943.3962,0,239000
3658,2021,4517,127245,44.0,2,2.625,127245,21.02,42.79,5,5,Current,289193.1818,289193.1818,0,127245
3666,2021,10565,241302,41.0,2,3.0,241302,10.52,47.19,5,5,Current,588541.4634,588541.4634,0,241302
3689,2021,11283,200000,50.0,2,2.375,200000,15.84,41.13,5,5,Current,400000.0,400000.0,0,200000
3691,2021,4415,132000,59.0,2,2.375,132000,25.37,34.72,5,5,Current,223728.8136,223728.8136,0,132000
3758,2021,7236,235000,60.0,2,2.625,235000,23.63,31.09,5,5,Current,391666.6667,391666.6667,0,235000
3779,2021,7082,200000,69.0,2,2.75,200000,24.98,47.87,5,5,Current,289855.0725,289855.0725,0,200000
3781,2021,5717,169900,48.0,2,2.875,169900,22.82,42.25,5,4,Current,353958.3333,353958.3333,0,169900
3814,2021,4247,123398,62.0,2,2.375,123398,28.48,41.13,5,5,Current,199029.0323,199029.0323,0,123398
3820,2021,3417,108000,62.0,2,2.75,108000,30.26,43.05,4,5,Current,174193.5484,174193.5484,0,108000
3823,2021,8500,324000,53.0,2,2.5,324000,28.17,28.92,5,5,Current,611320.7547,611320.7547,0,324000
3838,2021,5071,150000,69.0,2,2.25,150000,26.84,44.08,4,3,Current,217391.3043,217391.3043,0,150000
3846,2021,5981,280000,56.0,2,2.75,280000,28.28,40.83,5,5,Current,500000.0,500000.0,0,280000
3854,2021,8423,208000,42.0,2,2.375,208000,26.89,35.08,5,5,Current,495238.0952,495238.0952,0,208000
3888,2021,5833,147373,37.0,2,2.375,148778,27.49,29.15,5,5,Current,402102.7027,402102.7027,0,147373
3914,2021,4418,189000,59.0,2,2.625,189000,25.55,31.82,5,5,Current,320338.9831,320338.9831,0,189000
3919,2021,7083,276500,70.0,2,2.5,276500,26.17,37.0,5,5,Current,395000.0,395000.0,0,276500
3929,2021,4843,245850,66.0,2,2.625,245850,29.98,42.58,4,4,Current,372500.0,372500.0,0,245850
3963,2021,7725,207000,64.0,2,2.125,207000,25.64,35.46,5,5,Current,323437.5,323437.5,0,207000
3983,2021,8101,154000,46.0,2,2.25,154000,18.01,44.16,5,4,Current,334782.6087,334782.6087,0,154000
4039,2021,7646,285000,55.0,2,2.0,285000,31.85,34.41,5,5,Current,518181.8182,518181.8182,0,285000
4069,2021,4558,150000,72.0,2,2.375,150000,28.88,48.05,5,5,Current,208333.3333,208333.3333,0,150000
4078,2021,5019,122900,55.0,2,2.25,122900,23.45,29.53,5,4,Current,223454.5455,223454.5455,0,122900
4127,2021,5700,198585,69.0,2,3.125,198585,22.69,42.56,5,5,Current,287804.3478,287804.3478,0,198585
4154,2021,4573,128185,41.0,2,2.0,128185,29.55,30.1,5,5,Current,312646.3415,312646.3415,0,128185
4177,2021,5215,184100,76.0,2,2.125,184100,35.61,36.09,5,5,Current,242236.8421,242236.8421,0,184100
4250,2021,5419,150000,60.0,2,2.625,150000,21.07,38.34,5,5,Current,250000.0,250000.0,0,150000
4256,2021,8530,225000,45.0,2,2.25,225000,27.9,29.07,5,5,Current,500000.0,500000.0,0,225000
4267,2021,2425,121000,63.0,2,2.625,121000,34.8,37.98,5,5,Current,192063.4921,192063.4921,0,121000
4276,2021,4027,155000,67.0,2,2.25,155000,34.13,40.61,5,5,Current,231343.2836,231343.2836,0,155000
4307,2021,9017,196135,62.0,2,2.0,196135,22.8,39.8,5,5,Current,316346.7742,316346.7742,0,196135
4315,2021,5969,200000,32.0,2,2.5,200000,40.22,40.66,5,5,Current,625000.0,625000.0,0,200000
4344,2021,3486,200000,69.0,2,2.75,200000,34.54,38.07,5,5,Current,289855.0725,289855.0725,0,200000
4350,2021,8150,188000,58.0,2,2.0,188000,18.13,40.25,4,4,Current,324137.931,324137.931,0,188000
4355,2021,6652,200000,50.0,2,2.0,200000,21.06,27.88,5,5,Current,400000.0,400000.0,0,200000
4410,2021,8219,269500,68.0,2,2.0,269500,28.92,41.35,5,4,Current,396323.5294,396323.5294,0,269500
4452,2021,5952,160000,61.0,2,2.125,160000,24.24,43.75,5,4,Current,262295.082,262295.082,0,160000
4509,2021,4683,210800,77.0,2,2.375,210800,31.18,39.81,5,5,Current,273766.2338,273766.2338,0,210800
4522,2021,4207,164900,49.0,2,2.875,164900,29.65,41.73,5,5,Current,336530.6122,336530.6122,0,164900
4563,2021,2931,120000,54.0,2,2.75,120000,27.4,41.49,5,5,Current,222222.2222,222222.2222,0,120000
4583,2021,4333,205000,69.0,2,2.625,205000,25.91,37.34,5,5,Current,297101.4493,297101.4493,0,205000
4585,2021,5839,158000,51.0,2,2.875,158000,18.8,34.83,4,5,Current,309803.9216,309803.9216,0,158000
4594,2021,8178,161000,56.0,2,2.0,161000,20.22,32.24,5,5,Current,287500.0,287500.0,0,161000
4623,2021,5861,148000,42.0,2,2.0,148000,26.51,34.17,5,5,Current,352380.9524,352380.9524,0,148000
4635,2021,6646,283500,64.0,2,2.75,283500,23.4,39.2,4,5,Current,442968.75,442968.75,0,283500
4686,2021,6275,196000,49.0,2,2.875,196000,21.15,36.2,4,4,Current,400000.0,400000.0,0,196000
4720,2021,7467,269900,45.0,2,2.0,269900,42.9,44.8,5,4,Current,599777.7778,599777.7778,0,269900
4743,2021,5820,198000,54.0,2,2.0,198000,38.51,41.56,2,3,Current,366666.6667,366666.6667,0,198000
4777,2021,6099,200000,48.0,2,2.0,200000,29.5,30.55,5,5,Current,416666.6667,416666.6667,0,200000
4786,2021,6784,217960,58.0,2,2.375,220000,28.12,36.1,5,5,Current,379310.3448,379310.3448,0,217960
4866,2021,7440,225000,62.0,2,2.0,225000,26.53,27.53,5,5,Current,362903.2258,362903.2258,0,225000
4867,2021,4120,152457,58.0,2,2.5,152457,19.86,42.26,5,3,Current,262856.8966,262856.8966,0,152457
4889,2021,17630,239835,53.0,2,2.0,239835,29.35,42.87,5,4,Current,452518.8679,452518.8679,0,239835
4934,2021,4989,98500,58.0,2,2.25,98500,19.48,44.11,5,5,Current,169827.5862,169827.5862,0,98500
4947,2021,6943,250000,59.0,2,2.875,250000,23.2,29.68,5,5,Current,423728.8136,423728.8136,0,250000
4956,2021,4307,148500,55.0,2,2.375,148500,30.59,31.22,5,5,Current,270000.0,270000.0,0,148500
4964,2021,6613,162000,54.0,2,2.375,162000,22.98,35.14,5,5,Current,300000.0,300000.0,0,162000
4979,2021,8055,376000,42.0,2,2.25,376000,42.08,42.86,5,5,Current,895238.0952,895238.0952,0,376000
4983,2021,8595,199000,44.0,2,3.0,199000,17.84,36.67,4,4,Current,452272.7273,452272.7273,0,199000
5010,2021,6624,172492,69.0,2,2.5,172492,25.67,46.9,5,5,Current,249988.4058,249988.4058,0,172492
5055,2021,7985,221000,65.0,2,3.0,221000,22.4,47.64,4,5,Current,340000.0,340000.0,0,221000
5106,2021,8480,260000,50.0,2,2.625,260000,24.88,38.27,5,3,Current,520000.0,520000.0,0,260000
5133,2021,5429,217000,70.0,2,2.75,217000,30.93,38.43,5,5,Current,310000.0,310000.0,0,217000
5139,2021,7559,244614,68.0,2,2.375,244614,28.87,38.55,4,4,Current,359726.4706,359726.4706,0,244614
5142,2021,5326,150000,37.0,2,2.875,150000,26.12,34.61,5,5,Current,405405.4054,405405.4054,0,150000
5144,2021,6733,157000,37.0,2,2.25,157000,25.19,34.88,5,5,Current,424324.3243,424324.3243,0,157000
5173,2021,5080,205300,69.0,2,2.75,205300,28.35,37.64,5,5,Current,297536.2319,297536.2319,0,205300
5209,2021,4134,125000,61.0,2,3.125,125000,22.04,46.48,4,3,Current,204918.0328,204918.0328,0,125000
